,freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction,exp_group,age_group
695,250696,Jon Jones,M,38.0,India,Hindi,Mobile Apps,1.0,40.0,0.0,0,96.0,Beginner,30s
696,250697,Jason Phillips,M,41.0,Spain,Spanish,Graphic Design,12.0,20.0,0.0,0,90.0,Junior,40s
697,250698,Eric Walsh,M,42.0,South Korea,Korean,Ui/Ux Design,0.0,40.0,3.9,0,62.0,Beginner,40s
698,250699,Carol Schneider,F,54.0,United States,English,Machine Learning,9.0,100.0,2.6,0,72.0,Junior,50s
699,250700,Juan Hines,M,56.0,China,Mandarin,Ui/Ux Design,18.0,50.0,4.4,1,83.0,Mid,50s
700,250701,Martha Sweeney,F,47.0,Turkey,Turkish,Graphic Design,22.0,100.0,4.4,0,70.0,Professional,40s
701,250702,Jason Weaver,M,45.0,Russia,Russian,Blockchain Development,25.0,50.0,0.0,0,99.0,Professional,40s
702,250703,Benjamin Stevens,M,45.0,China,Mandarin,Data Analysis,6.0,50.0,1.4,0,97.0,Junior,40s
703,250704,Daniel Lopez,M,35.0,Canada,English,Machine Learning,10.0,20.0,3.2,1,77.0,Junior,30s
704,250705,John Simpson,M,51.0,Canada,English,Devops,4.0,50.0,2.0,0,92.0,Junior,50s
705,250706,Katrina Schultz,F,34.0,Spain,Spanish,Mobile Apps,11.0,50.0,3.3,1,76.0,Junior,30s
706,250707,Danielle Bell,F,51.0,Indonesia,Indonesian,Graphic Design,1.0,50.0,0.0,1,97.0,Beginner,50s
707,250708,Jason Brady,M,58.0,Egypt,Arabic,Graphic Design,35.0,100.0,2.3,1,79.0,Veteran,50s
708,250709,Megan Bright,F,36.0,Netherlands,Dutch,Web Development,17.0,20.0,0.0,1,99.0,Mid,30s
709,250710,David Griffin,M,41.0,Russia,Russian,Ai,12.0,30.0,2.6,1,79.0,Junior,40s
710,250711,Michael Clark,M,56.0,South Africa,Afrikaans,Machine Learning,30.0,40.0,3.3,1,82.0,Veteran,50s
711,250712,Rebecca Barker,F,58.0,Canada,English,Cybersecurity,20.0,75.0,3.6,1,78.0,Mid,50s
712,250713,Angela Smith,F,58.0,United States,English,Cybersecurity,22.0,100.0,3.7,0,79.0,Professional,50s
713,250714,Christina Wright,F,54.0,United Kingdom,English,Ai,32.0,20.0,3.4,0,79.0,Veteran,50s
714,250715,Todd Turner,M,53.0,Australia,English,Ui/Ux Design,9.0,50.0,4.0,1,72.0,Junior,50s
715,250716,Elizabeth Green,F,43.0,Australia,English,Web Development,22.0,40.0,4.5,0,79.0,Professional,40s
716,250717,Alex Smith,M,44.0,South Korea,Korean,Machine Learning,1.0,75.0,4.3,1,79.0,Beginner,40s
717,250718,Shane Hale,M,34.0,Canada,English,Cybersecurity,4.0,75.0,4.0,1,79.0,Junior,30s
718,250719,Kathy Grimes,F,27.0,Brazil,Portuguese,Mobile Apps,8.0,50.0,1.6,1,79.0,Junior,20s
719,250720,David Cherry,M,50.0,Japan,Japanese,Data Analysis,3.0,100.0,0.0,1,79.0,Junior,50s
720,250721,Rachel Rogers,F,52.0,South Korea,Korean,Ui/Ux Design,30.0,75.0,2.6,0,94.0,Veteran,50s
721,250722,Travis Braun,M,57.0,Spain,Spanish,Blockchain Development,11.0,20.0,4.9,1,79.0,Junior,50s
722,250723,Shawna Palmer,F,53.0,Mexico,Spanish,Devops,8.0,20.0,2.8,1,79.0,Junior,50s
723,250724,Bradley Gaines,M,51.0,Turkey,Turkish,Ui/Ux Design,11.0,30.0,3.6,1,77.0,Junior,50s
724,250725,April Ford,F,37.0,Canada,English,Cybersecurity,9.0,50.0,2.6,1,84.0,Junior,30s
725,250726,James Gonzalez,M,40.0,Spain,Spanish,Web Development,7.0,40.0,4.5,0,79.0,Junior,40s
726,250727,John Castillo,M,60.0,Japan,Japanese,Data Analysis,24.0,40.0,3.1,0,69.0,Professional,50s
727,250728,Ian Hayes,M,60.0,France,French,Ui/Ux Design,0.0,40.0,4.9,1,68.0,Beginner,50s
728,250729,Christine Castro,F,53.0,South Korea,Korean,Ui/Ux Design,21.0,30.0,4.2,1,73.0,Professional,50s
729,250730,Jessica Chaney,F,20.0,Mexico,Spanish,Blockchain Development,0.0,75.0,3.2,1,74.0,Beginner,20s
730,250731,John Gray,M,42.0,Russia,Russian,Web Development,7.0,20.0,2.6,0,100.0,Junior,40s
731,250732,Shane Booker,M,21.0,United Kingdom,English,Mobile Apps,3.0,40.0,0.0,0,87.0,Junior,20s
732,250733,Kyle Hall,M,39.0,Germany,German,Web Development,21.0,100.0,2.2,0,79.0,Professional,30s
733,250734,Ronald Munoz,M,41.0,India,Hindi,Blockchain Development,12.0,30.0,1.5,0,68.0,Junior,40s
734,250735,Christopher Long,M,41.0,Germany,German,Data Analysis,12.0,100.0,2.6,0,84.0,Junior,40s
735,250736,Sandra Ali,F,35.0,France,French,Ui/Ux Design,17.0,50.0,3.1,0,71.0,Mid,30s
736,250737,Jessica Garza,F,23.0,Argentina,Spanish,Ui/Ux Design,0.0,75.0,0.0,0,92.0,Beginner,20s
737,250738,Gregory Waters,M,26.0,Netherlands,Dutch,Ai,6.0,100.0,2.6,0,69.0,Junior,20s
738,250739,Misty Adams,F,34.0,Canada,English,Machine Learning,3.0,40.0,0.0,1,71.0,Junior,30s
739,250740,Megan Brown,F,34.0,Germany,German,Blockchain Development,3.0,40.0,2.6,0,77.0,Junior,30s
740,250741,Gregory Brown,M,57.0,Italy,Italian,Web Development,31.0,50.0,3.0,1,87.0,Veteran,50s
741,250742,Scott Alexander Md,M,46.0,Canada,English,Web Development,5.0,30.0,2.6,0,76.0,Junior,40s
742,250743,Eric Nguyen,M,55.0,India,Hindi,Ai,37.0,75.0,4.1,0,79.0,Veteran,50s
743,250744,Wendy Boyer,F,32.0,Australia,English,Devops,10.0,50.0,1.5,0,65.0,Junior,30s
744,250745,Mark Clark,M,53.0,Indonesia,Indonesian,Ai,28.0,50.0,2.9,1,82.0,Veteran,50s
745,250746,Carl Kline,M,59.0,Mexico,Spanish,Ai,0.0,100.0,0.0,1,87.0,Beginner,50s
746,250747,Linda Williams,F,44.0,Netherlands,Dutch,Machine Learning,19.0,40.0,4.9,0,100.0,Mid,40s
747,250748,Jason Edwards,M,35.0,Egypt,Arabic,Blockchain Development,9.0,50.0,3.0,0,71.0,Junior,30s
748,250749,Madison Mcintosh,F,42.0,China,Mandarin,Machine Learning,5.0,30.0,4.9,1,87.0,Junior,40s
749,250750,Desiree Winters,F,58.0,South Korea,Korean,Blockchain Development,0.0,30.0,4.6,0,70.0,Beginner,50s
750,250751,Ryan Taylor,M,41.0,Netherlands,Dutch,Ai,21.0,100.0,2.2,1,83.0,Professional,40s
751,250752,Patricia Scott,F,26.0,Argentina,Spanish,Web Development,0.0,40.0,2.6,1,74.0,Beginner,20s
752,250753,Erin Jimenez,F,23.0,Canada,English,Blockchain Development,0.0,30.0,1.1,1,86.0,Beginner,20s
753,250754,Anthony Krause,M,51.0,China,Mandarin,Blockchain Development,17.0,40.0,4.5,1,72.0,Mid,50s
754,250755,Diane Dean,F,42.0,France,French,Ai,21.0,50.0,2.5,1,73.0,Professional,40s
755,250756,Stuart Mckinney,M,26.0,Japan,Japanese,Data Analysis,7.0,75.0,2.9,0,78.0,Junior,20s
756,250757,Kellie Le,F,49.0,Indonesia,Indonesian,Ai,22.0,75.0,0.0,1,79.0,Professional,40s
757,250758,Lauren Henry,F,41.0,Italy,Italian,Devops,12.0,75.0,3.5,0,75.0,Junior,40s
758,250759,Brandon Fox,M,31.0,Australia,English,Ai,1.0,40.0,4.5,0,96.0,Beginner,30s
759,250760,Richard Smith,M,51.0,South Korea,Korean,Mobile Apps,5.0,40.0,1.7,1,61.0,Junior,50s
760,250761,John White,M,60.0,China,Mandarin,Devops,40.0,50.0,4.6,1,100.0,Veteran,50s
761,250762,Gilbert Mcintyre,M,51.0,Canada,English,Blockchain Development,19.0,50.0,2.6,1,82.0,Mid,50s
762,250763,Christopher Sparks,M,37.0,Germany,German,Graphic Design,12.0,40.0,4.9,1,80.0,Junior,30s
763,250764,Aaron Hicks,M,52.0,India,Hindi,Blockchain Development,7.0,40.0,2.2,0,96.0,Junior,50s
764,250765,Jose Patterson,M,27.0,Indonesia,Indonesian,Blockchain Development,4.0,20.0,2.6,0,63.0,Junior,20s
765,250766,Bryan Long,M,48.0,Australia,English,Graphic Design,24.0,40.0,2.2,0,67.0,Professional,40s
766,250767,Tammy Gomez,F,22.0,Japan,Japanese,Data Analysis,1.0,30.0,3.3,1,61.0,Beginner,20s
767,250768,Diana Raymond,F,48.0,Germany,German,Mobile Apps,28.0,30.0,4.9,0,77.0,Veteran,40s
768,250769,Jessica Armstrong,F,54.0,United States,English,Mobile Apps,19.0,75.0,0.0,0,79.0,Mid,50s
769,250770,Amanda Martin,F,52.0,South Korea,Korean,Data Analysis,4.0,50.0,2.6,0,84.0,Junior,50s
770,250771,Anne Hamilton,F,39.0,Turkey,Turkish,Web Development,20.0,100.0,2.6,1,89.0,Mid,30s
771,250772,Heather Curtis,F,54.0,Russia,Russian,Mobile Apps,19.0,30.0,4.0,0,90.0,Mid,50s
772,250773,Tiffany Moses,F,22.0,United States,English,Cybersecurity,1.0,20.0,4.8,0,87.0,Beginner,20s
773,250774,Jacqueline Moon,F,29.0,South Africa,Afrikaans,Mobile Apps,8.0,50.0,0.0,0,77.0,Junior,20s
774,250775,James Campbell,M,23.0,Spain,Spanish,Devops,3.0,30.0,1.6,1,72.0,Junior,20s
775,250776,Melissa Vasquez,F,58.0,Mexico,Spanish,Devops,30.0,50.0,1.3,1,87.0,Veteran,50s
776,250777,Katherine Carlson,F,56.0,China,Mandarin,Blockchain Development,3.0,40.0,4.1,1,89.0,Junior,50s
777,250778,Adam Clay,M,48.0,Turkey,Turkish,Web Development,19.0,40.0,1.5,0,87.0,Mid,40s
778,250779,Amy Combs,F,31.0,Russia,Russian,Mobile Apps,11.0,40.0,4.3,1,76.0,Junior,30s
779,250780,Anthony Case,M,44.0,Australia,English,Machine Learning,26.0,50.0,1.6,0,100.0,Veteran,40s
780,250781,Kimberly Brown,F,42.0,Egypt,Arabic,Mobile Apps,10.0,100.0,3.7,1,94.0,Junior,40s
781,250782,Joshua Holloway,M,59.0,United States,English,Cybersecurity,17.0,50.0,1.4,1,79.0,Mid,50s
782,250783,Cynthia Walton,F,41.0,Argentina,Spanish,Blockchain Development,9.0,100.0,4.5,1,83.0,Junior,40s
783,250784,Shawn Delgado,M,21.0,China,Mandarin,Data Analysis,0.0,40.0,3.7,0,74.0,Beginner,20s
784,250785,Jeremy Smith,M,53.0,United Kingdom,English,Devops,5.0,75.0,1.1,0,92.0,Junior,50s
785,250786,Marc Ortiz,M,35.0,Argentina,Spanish,Mobile Apps,15.0,40.0,3.7,0,66.0,Junior,30s
786,250787,Michelle Gregory,F,25.0,Brazil,Portuguese,Machine Learning,3.0,50.0,3.2,1,74.0,Junior,20s
787,250788,Melanie Gay,F,23.0,Italy,Italian,Ui/Ux Design,1.0,30.0,5.0,0,97.0,Beginner,20s
788,250789,Brittany Lambert,F,56.0,Egypt,Arabic,Graphic Design,13.0,30.0,0.0,0,77.0,Junior,50s
789,250790,Mary Hernandez,F,31.0,Mexico,Spanish,Ui/Ux Design,6.0,40.0,3.5,0,86.0,Junior,30s
790,250791,Jonathan Jones,M,24.0,United States,English,Cybersecurity,4.0,50.0,3.1,0,95.0,Junior,20s
791,250792,Gina Williams,F,35.0,Brazil,Portuguese,Cybersecurity,7.0,40.0,3.9,0,72.0,Junior,30s
792,250793,Kelly Lawson,F,20.0,Spain,Spanish,Ai,1.0,40.0,3.5,0,71.0,Beginner,20s
793,250794,Keith Smith,M,26.0,Australia,English,Data Analysis,5.0,100.0,2.5,1,93.0,Junior,20s
794,250795,Christopher Hunter,M,54.0,United Kingdom,English,Devops,29.0,40.0,3.1,1,79.0,Veteran,50s
795,250796,Dwayne Parks,M,53.0,Russia,Russian,Cybersecurity,12.0,100.0,4.7,1,87.0,Junior,50s
796,250797,Mary Hall,F,33.0,Canada,English,Devops,4.0,40.0,1.9,0,73.0,Junior,30s
797,250798,Jake Gilmore,M,43.0,Netherlands,Dutch,Web Development,12.0,40.0,1.6,1,74.0,Junior,40s
798,250799,Mark Lopez,M,37.0,Canada,English,Devops,3.0,20.0,2.5,0,62.0,Junior,30s
799,250800,Dana Rice,F,58.0,France,French,Data Analysis,15.0,20.0,3.5,0,98.0,Junior,50s
800,250801,Beth Young,F,39.0,Spain,Spanish,Mobile Apps,15.0,50.0,2.6,0,80.0,Junior,30s
801,250802,Ryan Powell,M,43.0,Turkey,Turkish,Graphic Design,13.0,20.0,1.2,1,69.0,Junior,40s
802,250803,Amanda Fowler,F,40.0,Spain,Spanish,Blockchain Development,20.0,30.0,2.6,0,90.0,Mid,40s
803,250804,Lindsay Rivera,F,51.0,United Kingdom,English,Machine Learning,30.0,75.0,2.6,1,74.0,Veteran,50s
804,250805,Mark Ward,M,23.0,Germany,German,Ai,4.0,50.0,4.5,0,98.0,Junior,20s
805,250806,Amanda Smith,F,41.0,Indonesia,Indonesian,Graphic Design,12.0,20.0,2.6,1,84.0,Junior,40s
806,250807,Emily Brown,F,44.0,Russia,Russian,Web Development,3.0,20.0,5.0,1,75.0,Junior,40s
807,250808,Dwayne Cardenas,M,56.0,Germany,German,Mobile Apps,23.0,75.0,3.9,1,79.0,Professional,50s
808,250809,Dr. Rhonda Hernandez,F,48.0,Australia,English,Cybersecurity,5.0,100.0,1.8,1,97.0,Junior,40s
809,250810,Melody Barker,F,46.0,Russia,Russian,Web Development,28.0,30.0,4.2,1,79.0,Veteran,40s
810,250811,Russell Carpenter,M,21.0,Egypt,Arabic,Ai,0.0,20.0,2.6,0,64.0,Beginner,20s
811,250812,Richard Hill,M,52.0,Russia,Russian,Data Analysis,30.0,30.0,2.0,1,68.0,Veteran,50s
812,250813,Lindsay Potts,F,39.0,Russia,Russian,Graphic Design,20.0,75.0,2.7,1,67.0,Mid,30s
813,250814,Michelle Campbell,F,31.0,Australia,English,Mobile Apps,0.0,30.0,2.3,0,79.0,Beginner,30s
814,250815,Alan Williams,M,22.0,South Korea,Korean,Ui/Ux Design,4.0,40.0,3.8,1,100.0,Junior,20s
815,250816,Robin Hinton,F,38.0,United Kingdom,English,Ui/Ux Design,10.0,40.0,2.6,0,66.0,Junior,30s
816,250817,Brian Holland,M,44.0,Argentina,Spanish,Graphic Design,24.0,75.0,4.6,0,97.0,Professional,40s
817,250818,Adam Stone,M,53.0,Indonesia,Indonesian,Machine Learning,21.0,100.0,3.4,0,62.0,Professional,50s
818,250819,Curtis Lambert,M,22.0,China,Mandarin,Data Analysis,2.0,20.0,2.6,0,79.0,Beginner,20s
819,250820,Alexandra Sims,F,40.0,India,Hindi,Blockchain Development,14.0,75.0,0.0,1,79.0,Junior,40s
820,250821,Brenda Spencer,F,49.0,China,Mandarin,Mobile Apps,15.0,40.0,3.9,0,86.0,Junior,40s
821,250822,Joshua Bush,M,30.0,Australia,English,Ui/Ux Design,11.0,30.0,4.2,0,65.0,Junior,30s
822,250823,Erin Martin,F,37.0,Japan,Japanese,Ai,6.0,20.0,2.6,0,99.0,Junior,30s
823,250824,Alexander Hogan,M,21.0,Egypt,Arabic,Graphic Design,2.0,100.0,3.6,0,85.0,Beginner,20s
824,250825,William Harris,M,20.0,South Korea,Korean,Ai,1.0,50.0,2.6,1,81.0,Beginner,20s
825,250826,Michael Mcmahon,M,20.0,China,Mandarin,Data Analysis,2.0,40.0,2.1,0,64.0,Beginner,20s
826,250827,Michael Watson,M,20.0,Argentina,Spanish,Machine Learning,2.0,20.0,3.9,0,84.0,Beginner,20s
827,250828,Lori Perez,F,26.0,Russia,Russian,Machine Learning,2.0,40.0,0.0,0,66.0,Beginner,20s
828,250829,Lindsay Le,F,50.0,South Korea,Korean,Web Development,12.0,75.0,0.0,0,75.0,Junior,50s
829,250830,Scott Long,M,50.0,Spain,Spanish,Ai,28.0,30.0,1.8,0,79.0,Veteran,50s
830,250831,Diana Ferguson,F,54.0,Indonesia,Indonesian,Ai,4.0,20.0,1.1,1,63.0,Junior,50s
831,250832,Joseph Miller,M,54.0,Spain,Spanish,Blockchain Development,3.0,20.0,1.6,1,70.0,Junior,50s
832,250833,Julia Reid,F,34.0,Egypt,Arabic,Machine Learning,4.0,30.0,3.1,0,90.0,Junior,30s
833,250834,Samantha Matthews,F,20.0,Italy,Italian,Devops,1.0,50.0,3.4,1,79.0,Beginner,20s
834,250835,Brian Bailey,M,29.0,Germany,German,Ai,8.0,40.0,3.1,0,60.0,Junior,20s
835,250836,Toni Hinton,F,57.0,United Kingdom,English,Devops,11.0,75.0,2.3,0,79.0,Junior,50s
836,250837,Robin Ortiz,F,36.0,Netherlands,Dutch,Ai,8.0,40.0,2.6,0,80.0,Junior,30s
837,250838,Adam Griffith,M,51.0,South Korea,Korean,Web Development,32.0,50.0,3.2,0,88.0,Veteran,50s
838,250839,Daniel Roberson,M,44.0,India,Hindi,Ui/Ux Design,4.0,30.0,0.0,0,80.0,Junior,40s
839,250840,Dale Haynes,M,58.0,Spain,Spanish,Cybersecurity,33.0,30.0,3.3,1,71.0,Veteran,50s
840,250841,Emily Scott,F,38.0,South Africa,Afrikaans,Mobile Apps,14.0,40.0,1.1,1,76.0,Junior,30s
841,250842,David Brown,M,24.0,United States,English,Ui/Ux Design,6.0,30.0,4.6,1,93.0,Junior,20s
842,250843,Stephanie Guzman,F,30.0,Turkey,Turkish,Blockchain Development,5.0,30.0,2.6,0,79.0,Junior,30s
843,250844,Maxwell Johnson,M,25.0,Indonesia,Indonesian,Cybersecurity,3.0,75.0,2.6,0,83.0,Junior,20s
844,250845,Reginald Stephens,M,54.0,Indonesia,Indonesian,Mobile Apps,17.0,100.0,0.0,0,71.0,Mid,50s
845,250846,Justin Jones,M,54.0,Italy,Italian,Cybersecurity,9.0,20.0,0.0,1,96.0,Junior,50s
846,250847,Kristine Garcia,F,53.0,France,French,Graphic Design,16.0,40.0,0.0,0,79.0,Mid,50s
847,250848,John Nguyen,M,22.0,Russia,Russian,Ai,3.0,75.0,3.4,1,65.0,Junior,20s
848,250849,Anna Fleming,F,23.0,Mexico,Spanish,Data Analysis,2.0,20.0,1.3,0,79.0,Beginner,20s
849,250850,Linda Williamson,F,47.0,France,French,Cybersecurity,16.0,50.0,1.9,0,71.0,Mid,40s
850,250851,Roy Wilson,M,24.0,France,French,Web Development,6.0,50.0,1.4,1,63.0,Junior,20s
851,250852,Jennifer Pierce,F,57.0,India,Hindi,Ui/Ux Design,10.0,100.0,4.3,0,79.0,Junior,50s
852,250853,Jason Johnson,M,48.0,Spain,Spanish,Graphic Design,16.0,30.0,2.6,0,97.0,Mid,40s
853,250854,Jasmine Lane,F,21.0,Turkey,Turkish,Ui/Ux Design,0.0,100.0,4.3,0,79.0,Beginner,20s
854,250855,Evan Soto,M,33.0,Japan,Japanese,Ai,13.0,75.0,0.0,1,79.0,Junior,30s
855,250856,Kevin Serrano,M,41.0,Turkey,Turkish,Devops,12.0,40.0,1.3,0,85.0,Junior,40s
856,250857,Nathaniel Benson,M,40.0,Australia,English,Cybersecurity,13.0,50.0,2.9,0,82.0,Junior,40s
857,250858,Deanna Miles,F,40.0,Mexico,Spanish,Graphic Design,22.0,40.0,4.3,0,95.0,Professional,40s
858,250859,Beverly Roy,F,20.0,United States,English,Graphic Design,1.0,40.0,2.7,0,94.0,Beginner,20s
859,250860,Heather Saunders,F,41.0,Mexico,Spanish,Web Development,12.0,50.0,4.2,0,96.0,Junior,40s
860,250861,Nicholas Guerrero,M,32.0,Canada,English,Blockchain Development,12.0,40.0,0.0,1,63.0,Junior,30s
861,250862,Christopher Johnson,M,41.0,Japan,Japanese,Ai,12.0,20.0,2.2,0,60.0,Junior,40s
862,250863,Steven Flowers,M,46.0,Egypt,Arabic,Machine Learning,12.0,50.0,4.7,1,77.0,Junior,40s
863,250864,Marvin Woods Iii,M,29.0,China,Mandarin,Devops,0.0,30.0,0.0,0,63.0,Beginner,20s
864,250865,Michelle Cook,F,39.0,Brazil,Portuguese,Mobile Apps,18.0,20.0,2.5,1,61.0,Mid,30s
865,250866,Logan Zamora,M,55.0,Russia,Russian,Mobile Apps,2.0,50.0,3.9,1,88.0,Beginner,50s
866,250867,Casey Roberts,M,41.0,Turkey,Turkish,Cybersecurity,12.0,100.0,1.2,1,69.0,Junior,40s
867,250868,Jerry Price,M,40.0,Indonesia,Indonesian,Data Analysis,2.0,75.0,4.5,1,79.0,Beginner,40s
868,250869,Kelly Ellis,F,56.0,China,Mandarin,Ui/Ux Design,35.0,40.0,2.7,1,82.0,Veteran,50s
869,250870,Caleb Guerra,M,57.0,Mexico,Spanish,Mobile Apps,21.0,75.0,2.0,0,96.0,Professional,50s
870,250871,Samantha Norman,F,56.0,Russia,Russian,Devops,3.0,40.0,1.7,0,71.0,Junior,50s
871,250872,Sarah Clarke,F,49.0,Germany,German,Mobile Apps,24.0,75.0,3.0,1,77.0,Professional,40s
872,250873,Aaron Blair,M,41.0,Spain,Spanish,Blockchain Development,12.0,75.0,2.1,1,79.0,Junior,40s
873,250874,Courtney Burton,F,36.0,South Korea,Korean,Ui/Ux Design,0.0,75.0,1.5,0,73.0,Beginner,30s
874,250875,Gerald Taylor,M,20.0,Russia,Russian,Web Development,2.0,30.0,1.7,1,60.0,Beginner,20s
875,250876,Mary Ward,F,41.0,Spain,Spanish,Ai,12.0,40.0,1.2,1,67.0,Junior,40s
876,250877,Mrs. Lisa Beard Dvm,F,30.0,India,Hindi,Mobile Apps,6.0,75.0,0.0,0,80.0,Junior,30s
877,250878,Larry Wallace,M,51.0,Australia,English,Graphic Design,21.0,20.0,2.6,1,79.0,Professional,50s
878,250879,Jeremiah Thompson,M,46.0,United States,English,Ui/Ux Design,24.0,40.0,3.3,1,87.0,Professional,40s
879,250880,Mrs. Jessica Williams Dvm,F,25.0,South Korea,Korean,Ai,6.0,20.0,2.1,0,79.0,Junior,20s
880,250881,Martin Moreno,M,53.0,Netherlands,Dutch,Web Development,32.0,50.0,2.6,1,79.0,Veteran,50s
881,250882,Yolanda Proctor,F,50.0,Egypt,Arabic,Mobile Apps,31.0,100.0,2.9,1,89.0,Veteran,50s
882,250883,Allen Turner,M,41.0,South Korea,Korean,Ai,12.0,20.0,3.3,1,93.0,Junior,40s
883,250884,Beth Huff,F,48.0,Canada,English,Cybersecurity,24.0,100.0,4.8,1,84.0,Professional,40s
884,250885,John Mckinney,M,41.0,Indonesia,Indonesian,Devops,12.0,100.0,4.5,0,78.0,Junior,40s
885,250886,Sarah Ho,F,33.0,Netherlands,Dutch,Ui/Ux Design,6.0,50.0,3.1,0,90.0,Junior,30s
886,250887,Lindsey Wang,F,50.0,United Kingdom,English,Devops,11.0,40.0,4.9,1,88.0,Junior,50s
887,250888,Margaret Schwartz,F,41.0,Indonesia,Indonesian,Data Analysis,12.0,20.0,0.0,0,76.0,Junior,40s
888,250889,Kyle Ray,M,38.0,Italy,Italian,Web Development,14.0,75.0,1.5,0,62.0,Junior,30s
889,250890,Isaac Hebert,M,56.0,Japan,Japanese,Devops,2.0,75.0,2.4,0,79.0,Beginner,50s
890,250891,Michele Jones,F,41.0,Russia,Russian,Devops,2.0,100.0,4.5,0,75.0,Beginner,40s
891,250892,Austin Allen,M,41.0,Italy,Italian,Ui/Ux Design,11.0,100.0,2.5,1,80.0,Junior,40s
892,250893,Haley Castro,F,42.0,Germany,German,Graphic Design,13.0,30.0,3.3,0,63.0,Junior,40s
893,250894,David Armstrong,M,26.0,India,Hindi,Blockchain Development,7.0,75.0,3.0,0,84.0,Junior,20s
894,250895,Wendy Mitchell,F,44.0,Canada,English,Cybersecurity,25.0,75.0,2.7,1,78.0,Professional,40s
895,250896,Anthony Hernandez,M,46.0,Canada,English,Graphic Design,20.0,20.0,1.2,0,74.0,Mid,40s
896,250897,Erica Johnson,F,36.0,United States,English,Ui/Ux Design,8.0,50.0,4.3,0,90.0,Junior,30s
897,250898,Randall Barrett,M,26.0,Netherlands,Dutch,Ai,6.0,40.0,1.3,0,79.0,Junior,20s
898,250899,Nathan Huff,M,21.0,Germany,German,Ui/Ux Design,3.0,50.0,4.6,1,79.0,Junior,20s
899,250900,Robin Walsh,F,39.0,Indonesia,Indonesian,Ui/Ux Design,18.0,50.0,2.1,0,75.0,Mid,30s
900,250901,Yvonne Robinson,F,37.0,United States,English,Blockchain Development,18.0,40.0,4.5,0,72.0,Mid,30s
901,250902,Kathleen Hendrix,F,47.0,Russia,Russian,Ui/Ux Design,3.0,40.0,4.4,1,92.0,Junior,40s
902,250903,Jennifer Baker,F,53.0,Russia,Russian,Graphic Design,32.0,20.0,0.0,0,79.0,Veteran,50s
903,250904,Kim Martinez,F,53.0,Argentina,Spanish,Mobile Apps,19.0,20.0,1.3,0,79.0,Mid,50s
904,250905,Andrew Little,M,21.0,India,Hindi,Data Analysis,2.0,50.0,2.6,0,86.0,Beginner,20s
905,250906,Kelly Shelton,F,35.0,United Kingdom,English,Blockchain Development,0.0,40.0,2.6,1,85.0,Beginner,30s
906,250907,Steven Duncan,M,31.0,Argentina,Spanish,Machine Learning,13.0,40.0,1.2,0,62.0,Junior,30s
907,250908,Kristen Haney,F,55.0,South Korea,Korean,Ai,2.0,30.0,3.1,1,91.0,Beginner,50s
908,250909,Kathy Reese,F,59.0,Turkey,Turkish,Web Development,11.0,75.0,2.3,1,80.0,Junior,50s
909,250910,Steven Murphy,M,59.0,France,French,Cybersecurity,17.0,100.0,4.0,0,72.0,Mid,50s
910,250911,William Hartman,M,47.0,India,Hindi,Blockchain Development,10.0,75.0,1.9,0,79.0,Junior,40s
911,250912,Sonya Haley,F,53.0,South Africa,Afrikaans,Machine Learning,26.0,75.0,2.4,1,79.0,Veteran,50s
912,250913,Robert Evans,M,41.0,South Africa,Afrikaans,Data Analysis,12.0,30.0,2.6,1,74.0,Junior,40s
913,250914,Patricia Richardson,F,50.0,South Africa,Afrikaans,Mobile Apps,8.0,50.0,3.7,1,82.0,Junior,50s
914,250915,Carolyn Lopez,F,59.0,South Korea,Korean,Machine Learning,22.0,100.0,1.1,0,85.0,Professional,50s
915,250916,Kyle Burns,M,33.0,Turkey,Turkish,Data Analysis,8.0,75.0,2.3,1,68.0,Junior,30s
916,250917,Margaret Garcia,F,45.0,Canada,English,Web Development,22.0,40.0,3.7,1,99.0,Professional,40s
917,250918,Brittany Barker,F,36.0,Italy,Italian,Graphic Design,14.0,30.0,1.9,0,62.0,Junior,30s
918,250919,Paul Campbell,M,46.0,South Africa,Afrikaans,Ui/Ux Design,6.0,30.0,1.5,0,79.0,Junior,40s
919,250920,Amy Morrow,F,53.0,Turkey,Turkish,Graphic Design,14.0,30.0,0.0,0,83.0,Junior,50s
920,250921,Amy Fitzgerald,F,24.0,United States,English,Web Development,2.0,30.0,3.6,0,92.0,Beginner,20s
921,250922,Anita Becker,F,49.0,Spain,Spanish,Devops,4.0,75.0,2.1,0,85.0,Junior,40s
922,250923,Mrs. Amy Brooks,F,49.0,South Korea,Korean,Ai,4.0,75.0,2.9,0,79.0,Junior,40s
923,250924,Lori Marshall,F,49.0,South Korea,Korean,Mobile Apps,24.0,100.0,3.6,1,79.0,Professional,40s
924,250925,Jennifer Miller,F,58.0,Brazil,Portuguese,Blockchain Development,29.0,30.0,3.3,1,89.0,Veteran,50s
925,250926,Thomas Young,M,50.0,South Africa,Afrikaans,Ui/Ux Design,13.0,40.0,2.5,1,81.0,Junior,50s
926,250927,Zachary Larsen,M,27.0,South Africa,Afrikaans,Devops,1.0,100.0,3.7,1,61.0,Beginner,20s
